Player-additional,Player,Age,Team,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BA,OBP,SLG,OPS,SB%,ISO,BABIP,BB%,SO%,BB/SO,HR/SB,XBH%,RBI Rate,R Rate,Cluster,Hitter_Type,Speed_Tier
calhowi01,Willie Calhoun,29.0,LAA,AL,68.0,254.0,229.0,26.0,56.0,16.0,0.0,5.0,20.0,0.0,1.0,23.0,31.0,87.0,5.0,1.0,0.0,1.0,1.0,0.245,0.315,0.38,0.695,0.0,0.135,0.263,0.091,0.122,0.742,0.0,0.375,0.079,0.102,1,Power Hitter,Low Speed
callal02,Alex Call,29.0,WSN,NL,30.0,113.0,99.0,15.0,34.0,9.0,0.0,3.0,14.0,5.0,1.0,12.0,19.0,52.0,2.0,2.0,0.0,0.0,0.0,0.343,0.425,0.525,0.95,0.833,0.182,0.403,0.106,0.168,0.632,0.6,0.353,0.124,0.133,1,Power Hitter,Moderate Speed
camerda01,Daz Cameron,27.0,OAK,AL,66.0,186.0,170.0,22.0,34.0,5.0,1.0,5.0,15.0,5.0,0.0,13.0,51.0,56.0,3.0,1.0,0.0,2.0,0.0,0.2,0.258,0.329,0.587,1.0,0.129,0.25,0.07,0.274,0.255,1.0,0.324,0.081,0.118,0,Contact Hitter,Low Speed
caminju01,Junior Caminero,20.0,TBR,AL,43.0,177.0,165.0,15.0,41.0,9.0,1.0,6.0,18.0,2.0,0.0,11.0,38.0,70.0,2.0,1.0,0.0,0.0,2.0,0.248,0.299,0.424,0.724,1.0,0.176,0.289,0.062,0.215,0.289,3.0,0.39,0.102,0.085,2,Balanced Hitter,Low Speed
campegu01,Gustavo Campero,26.0,LAA,AL,13.0,48.0,46.0,6.0,11.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,8.0,16.0,0.0,2.0,0.0,0.0,0.0,0.239,0.271,0.348,0.619,1.0,0.109,0.27,0.0,0.167,0.0,0.333,0.182,0.125,0.125,0,Contact Hitter,Low Speed
campulu01,Luis Campusano,25.0,SDP,NL,91.0,299.0,277.0,37.0,63.0,13.0,0.0,8.0,40.0,0.0,0.0,20.0,41.0,100.0,11.0,1.0,0.0,1.0,0.0,0.227,0.281,0.361,0.642,0.0,0.134,0.24,0.067,0.137,0.488,0.0,0.333,0.134,0.124,1,Power Hitter,Low Speed
candeje01,Jeimer Candelario,30.0,CIN,NL,112.0,463.0,427.0,47.0,96.0,23.0,2.0,20.0,56.0,4.0,3.0,27.0,114.0,183.0,7.0,6.0,0.0,3.0,1.0,0.225,0.279,0.429,0.707,0.571,0.204,0.257,0.058,0.246,0.237,5.0,0.469,0.121,0.102,2,Balanced Hitter,Moderate Speed
canhama01,Mark Canha,35.0,DET/SFG,2LG,125.0,462.0,393.0,46.0,95.0,20.0,0.0,7.0,42.0,7.0,0.0,51.0,96.0,136.0,10.0,13.0,0.0,5.0,2.0,0.242,0.344,0.346,0.69,1.0,0.104,0.298,0.11,0.208,0.531,1.0,0.284,0.091,0.1,1,Power Hitter,Low Speed
canzodo01,Dominic Canzone,26.0,SEA,AL,67.0,188.0,168.0,20.0,33.0,7.0,0.0,8.0,17.0,1.0,0.0,18.0,53.0,64.0,5.0,0.0,0.0,2.0,2.0,0.196,0.271,0.381,0.652,1.0,0.185,0.229,0.096,0.282,0.34,8.0,0.455,0.09,0.106,2,Balanced Hitter,Low Speed
caratvi01,Victor Caratini,30.0,HOU,AL,87.0,274.0,245.0,30.0,66.0,8.0,1.0,8.0,30.0,0.0,1.0,23.0,53.0,100.0,6.0,3.0,0.0,3.0,1.0,0.269,0.336,0.408,0.744,0.0,0.139,0.31,0.084,0.193,0.434,0.0,0.258,0.109,0.109,1,Power Hitter,Low Speed
carlsdy01,Dylan Carlson,25.0,STL/TBR,2LG,96.0,265.0,235.0,19.0,49.0,7.0,0.0,3.0,25.0,2.0,1.0,22.0,75.0,65.0,2.0,5.0,0.0,3.0,0.0,0.209,0.287,0.277,0.563,0.667,0.068,0.288,0.083,0.283,0.293,1.5,0.204,0.094,0.072,0,Contact Hitter,Moderate Speed
carpeke01,Kerry Carpenter,26.0,DET,AL,87.0,296.0,264.0,37.0,75.0,16.0,5.0,18.0,57.0,0.0,2.0,22.0,75.0,155.0,5.0,4.0,0.0,3.0,1.0,0.284,0.345,0.587,0.932,0.0,0.303,0.328,0.074,0.253,0.293,0.0,0.52,0.193,0.125,2,Balanced Hitter,Low Speed
carpema01,Matt Carpenter,38.0,STL,NL,59.0,157.0,137.0,15.0,32.0,7.0,0.0,4.0,15.0,0.0,2.0,15.0,51.0,51.0,0.0,2.0,0.0,2.0,0.0,0.234,0.314,0.372,0.686,0.0,0.138,0.333,0.096,0.325,0.294,0.0,0.344,0.096,0.096,2,Balanced Hitter,Low Speed
carroco02,Corbin Carroll,23.0,ARI,NL,158.0,684.0,589.0,121.0,136.0,22.0,14.0,22.0,74.0,35.0,8.0,73.0,130.0,252.0,3.0,10.0,3.0,9.0,0.0,0.231,0.322,0.428,0.749,0.814,0.197,0.256,0.107,0.19,0.562,0.629,0.426,0.108,0.177,2,Balanced Hitter,High Speed
carteev01,Evan Carter,21.0,TEX,AL,45.0,162.0,144.0,23.0,27.0,6.0,2.0,5.0,15.0,2.0,0.0,15.0,43.0,52.0,1.0,2.0,0.0,1.0,0.0,0.188,0.272,0.361,0.633,1.0,0.173,0.227,0.093,0.265,0.349,2.5,0.481,0.093,0.142,2,Balanced Hitter,High Speed
casalcu01,Curt Casali,35.0,SFG,NL,41.0,125.0,108.0,12.0,21.0,3.0,0.0,1.0,8.0,0.0,0.0,13.0,22.0,27.0,3.0,2.0,2.0,0.0,0.0,0.194,0.293,0.25,0.543,0.0,0.056,0.235,0.104,0.176,0.591,0.0,0.19,0.064,0.096,1,Power Hitter,Low Speed
casastr01,Triston Casas,24.0,BOS,AL,63.0,243.0,212.0,28.0,51.0,8.0,0.0,13.0,32.0,0.0,1.0,30.0,77.0,98.0,6.0,1.0,0.0,0.0,4.0,0.241,0.337,0.462,0.8,0.0,0.221,0.311,0.123,0.317,0.39,0.0,0.412,0.132,0.115,2,Balanced Hitter,Low Speed
casteni01,Nick Castellanos,32.0,PHI,NL,162.0,659.0,606.0,80.0,154.0,30.0,4.0,23.0,86.0,6.0,2.0,41.0,139.0,261.0,14.0,10.0,0.0,2.0,2.0,0.254,0.311,0.431,0.742,0.75,0.177,0.294,0.062,0.211,0.295,3.833,0.37,0.131,0.121,2,Balanced Hitter,Moderate Speed
castrwi01,Willi Castro,27.0,MIN,AL,158.0,635.0,558.0,89.0,138.0,31.0,5.0,12.0,60.0,14.0,9.0,51.0,150.0,215.0,8.0,21.0,1.0,4.0,0.0,0.247,0.331,0.385,0.717,0.609,0.138,0.315,0.08,0.236,0.34,0.857,0.348,0.094,0.14,1,Power Hitter,Moderate Speed
caveja01,Jake Cave,31.0,COL,NL,123.0,346.0,323.0,42.0,81.0,16.0,5.0,7.0,37.0,5.0,2.0,18.0,98.0,128.0,6.0,1.0,1.0,3.0,1.0,0.251,0.29,0.396,0.686,0.714,0.145,0.335,0.052,0.283,0.184,1.4,0.346,0.107,0.121,2,Balanced Hitter,Moderate Speed
chapaan01,Andrés Chaparro,25.0,WSN,NL,33.0,132.0,121.0,12.0,26.0,12.0,0.0,4.0,15.0,1.0,1.0,7.0,24.0,50.0,3.0,4.0,0.0,0.0,0.0,0.215,0.28,0.413,0.694,0.5,0.198,0.237,0.053,0.182,0.292,4.0,0.615,0.114,0.091,2,Balanced Hitter,Moderate Speed
chapmma01,Matt Chapman,31.0,SFG,NL,154.0,647.0,575.0,98.0,142.0,39.0,2.0,27.0,78.0,15.0,2.0,64.0,158.0,266.0,13.0,6.0,0.0,2.0,3.0,0.247,0.328,0.463,0.79,0.882,0.216,0.293,0.099,0.244,0.405,1.8,0.479,0.121,0.151,2,Balanced Hitter,Moderate Speed
chishja01,Jazz Chisholm Jr.,26.0,MIA/NYY,2LG,147.0,621.0,562.0,74.0,144.0,21.0,4.0,24.0,73.0,40.0,10.0,53.0,152.0,245.0,6.0,4.0,0.0,2.0,5.0,0.256,0.324,0.436,0.76,0.8,0.18,0.309,0.085,0.245,0.349,0.6,0.34,0.118,0.119,2,Balanced Hitter,High Speed
chourja01,Jackson Chourio,20.0,MIL,NL,148.0,573.0,528.0,80.0,145.0,29.0,4.0,21.0,79.0,22.0,7.0,39.0,121.0,245.0,7.0,3.0,1.0,2.0,4.0,0.275,0.327,0.464,0.791,0.759,0.189,0.32,0.068,0.211,0.322,0.955,0.372,0.138,0.14,2,Balanced Hitter,High Speed
clasejo01,Jonatan Clase,22.0,SEA,AL,26.0,66.0,61.0,7.0,15.0,2.0,0.0,1.0,5.0,3.0,1.0,3.0,17.0,20.0,1.0,2.0,0.0,0.0,0.0,0.246,0.303,0.328,0.631,0.75,0.082,0.326,0.045,0.258,0.176,0.333,0.2,0.076,0.106,0,Contact Hitter,Moderate Speed
clemeer01,Ernie Clement,28.0,TOR,AL,139.0,452.0,434.0,48.0,114.0,21.0,3.0,12.0,51.0,12.0,3.0,11.0,41.0,177.0,11.0,3.0,2.0,2.0,1.0,0.263,0.284,0.408,0.692,0.8,0.145,0.266,0.024,0.091,0.268,1.0,0.316,0.113,0.106,1,Power Hitter,Moderate Speed
clemeko01,Kody Clemens,28.0,PHI,NL,43.0,120.0,114.0,17.0,25.0,9.0,1.0,5.0,18.0,0.0,0.0,5.0,29.0,51.0,2.0,1.0,0.0,0.0,0.0,0.219,0.258,0.447,0.706,0.0,0.228,0.25,0.042,0.242,0.172,0.0,0.6,0.15,0.142,2,Balanced Hitter,Low Speed
colasos01,Oscar Colás,25.0,CHW,AL,13.0,38.0,33.0,1.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.273,0.368,0.273,0.641,0.0,0.0,0.391,0.105,0.263,0.4,,0.0,0.105,0.026,1,Power Hitter,Low Speed
confomi01,Michael Conforto,31.0,SFG,NL,130.0,488.0,438.0,56.0,104.0,27.0,3.0,20.0,66.0,0.0,1.0,42.0,118.0,197.0,16.0,5.0,0.0,3.0,1.0,0.237,0.309,0.45,0.759,0.0,0.213,0.277,0.086,0.242,0.356,0.0,0.481,0.135,0.115,2,Balanced Hitter,Low Speed
coningr01,Griffin Conine,26.0,MIA,NL,30.0,89.0,82.0,14.0,22.0,4.0,1.0,3.0,12.0,0.0,0.0,6.0,28.0,37.0,1.0,1.0,0.0,0.0,0.0,0.268,0.326,0.451,0.777,0.0,0.183,0.373,0.067,0.315,0.214,0.0,0.364,0.135,0.157,2,Balanced Hitter,Low Speed
contrwi01,Willson Contreras,32.0,STL,NL,84.0,358.0,301.0,48.0,79.0,17.0,0.0,15.0,36.0,4.0,1.0,45.0,96.0,141.0,7.0,12.0,0.0,0.0,2.0,0.262,0.38,0.468,0.848,0.8,0.206,0.337,0.126,0.268,0.469,3.75,0.405,0.101,0.134,2,Balanced Hitter,Moderate Speed
contrwi02,William Contreras,26.0,MIL,NL,155.0,679.0,595.0,99.0,167.0,37.0,2.0,23.0,92.0,9.0,2.0,78.0,139.0,277.0,19.0,3.0,0.0,3.0,5.0,0.281,0.365,0.466,0.831,0.818,0.185,0.33,0.115,0.205,0.561,2.556,0.371,0.135,0.146,1,Power Hitter,Moderate Speed
cookbi01,Billy Cook,25.0,PIT,NL,16.0,49.0,49.0,5.0,11.0,2.0,0.0,3.0,8.0,1.0,0.0,0.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.224,0.224,0.449,0.673,1.0,0.225,0.296,0.0,0.388,0.0,3.0,0.455,0.163,0.102,2,Balanced Hitter,Low Speed
coopega03,Garrett Cooper,33.0,BOS/CHC,2LG,36.0,116.0,107.0,6.0,22.0,5.0,1.0,1.0,11.0,0.0,0.0,7.0,35.0,32.0,3.0,2.0,0.0,0.0,0.0,0.206,0.267,0.299,0.566,0.0,0.093,0.296,0.06,0.302,0.2,0.0,0.318,0.095,0.052,0,Contact Hitter,Low Speed
correca01,Carlos Correa,29.0,MIN,AL,86.0,367.0,319.0,55.0,99.0,20.0,2.0,14.0,54.0,0.0,0.0,40.0,61.0,165.0,5.0,3.0,0.0,4.0,4.0,0.31,0.388,0.517,0.905,0.0,0.207,0.343,0.109,0.166,0.656,0.0,0.364,0.147,0.15,1,Power Hitter,Low Speed
cowseco01,Colton Cowser,24.0,BAL,AL,153.0,561.0,499.0,77.0,121.0,24.0,3.0,24.0,69.0,9.0,4.0,52.0,172.0,223.0,9.0,7.0,0.0,3.0,2.0,0.242,0.321,0.447,0.768,0.692,0.205,0.317,0.093,0.307,0.302,2.667,0.421,0.123,0.137,2,Balanced Hitter,Moderate Speed
crawfbr01,Brandon Crawford,37.0,STL,NL,28.0,80.0,71.0,5.0,12.0,5.0,0.0,1.0,4.0,0.0,0.0,8.0,26.0,20.0,0.0,1.0,0.0,0.0,0.0,0.169,0.263,0.282,0.544,0.0,0.113,0.25,0.1,0.325,0.308,0.0,0.5,0.05,0.062,0,Contact Hitter,Low Speed
crawfjp01,J.P. Crawford,29.0,SEA,AL,105.0,451.0,392.0,55.0,79.0,16.0,2.0,9.0,37.0,5.0,0.0,52.0,102.0,126.0,4.0,6.0,0.0,1.0,0.0,0.202,0.304,0.321,0.625,1.0,0.119,0.248,0.115,0.226,0.51,1.8,0.342,0.082,0.122,1,Power Hitter,High Speed
crewsdy01,Dylan Crews,22.0,WSN,NL,31.0,132.0,119.0,12.0,26.0,5.0,1.0,3.0,8.0,12.0,3.0,11.0,26.0,42.0,4.0,1.0,0.0,1.0,0.0,0.218,0.288,0.353,0.641,0.8,0.135,0.253,0.083,0.197,0.423,0.25,0.346,0.061,0.091,1,Power Hitter,Moderate Speed
croneja01,Jake Cronenworth,30.0,SDP,NL,155.0,656.0,577.0,72.0,139.0,29.0,3.0,17.0,83.0,5.0,2.0,61.0,118.0,225.0,19.0,11.0,1.0,3.0,0.0,0.241,0.324,0.39,0.714,0.714,0.149,0.274,0.093,0.18,0.517,3.4,0.353,0.127,0.11,1,Power Hitter,Moderate Speed
crowape01,Pete Crow-Armstrong,22.0,CHC,NL,123.0,410.0,372.0,46.0,88.0,13.0,6.0,10.0,47.0,27.0,3.0,21.0,98.0,143.0,4.0,6.0,8.0,3.0,2.0,0.237,0.286,0.384,0.67,0.9,0.147,0.292,0.051,0.239,0.214,0.37,0.33,0.115,0.112,2,Balanced Hitter,High Speed
cruzon01,Oneil Cruz,25.0,PIT,NL,146.0,599.0,541.0,72.0,140.0,34.0,3.0,21.0,76.0,22.0,1.0,51.0,181.0,243.0,8.0,3.0,0.0,4.0,5.0,0.259,0.324,0.449,0.773,0.957,0.19,0.347,0.085,0.302,0.282,0.955,0.414,0.127,0.12,2,Balanced Hitter,High Speed
dahlda01,David Dahl,30.0,PHI,NL,19.0,62.0,58.0,6.0,12.0,2.0,0.0,3.0,8.0,0.0,0.0,3.0,21.0,23.0,0.0,0.0,0.0,1.0,0.0,0.207,0.242,0.397,0.638,0.0,0.19,0.257,0.048,0.339,0.143,0.0,0.417,0.129,0.097,0,Contact Hitter,Low Speed
dalbebo01,Bobby Dalbec,29.0,BOS,AL,37.0,93.0,83.0,6.0,11.0,2.0,0.0,1.0,8.0,3.0,0.0,8.0,43.0,16.0,1.0,1.0,1.0,0.0,0.0,0.133,0.217,0.193,0.41,1.0,0.06,0.256,0.086,0.462,0.186,0.333,0.273,0.086,0.065,0,Contact Hitter,Low Speed
darnatr01,Travis d'Arnaud,35.0,ATL,NL,99.0,341.0,307.0,40.0,73.0,16.0,0.0,15.0,48.0,1.0,0.0,24.0,89.0,134.0,8.0,6.0,0.0,4.0,0.0,0.238,0.302,0.436,0.739,1.0,0.198,0.28,0.07,0.261,0.27,15.0,0.425,0.141,0.117,2,Balanced Hitter,Low Speed
davishe01,Henry Davis,24.0,PIT,NL,37.0,122.0,104.0,9.0,15.0,4.0,0.0,1.0,5.0,0.0,0.0,13.0,45.0,22.0,1.0,1.0,1.0,2.0,0.0,0.144,0.242,0.212,0.453,0.0,0.068,0.233,0.107,0.369,0.289,0.0,0.333,0.041,0.074,0,Contact Hitter,Low Speed
davisjd01,J.D. Davis,31.0,OAK,AL,46.0,157.0,142.0,13.0,31.0,5.0,0.0,4.0,6.0,0.0,0.0,12.0,39.0,48.0,5.0,3.0,0.0,0.0,0.0,0.218,0.293,0.338,0.631,0.0,0.12,0.273,0.076,0.248,0.308,0.0,0.29,0.038,0.083,0,Contact Hitter,Low Speed
dejonpa01,Paul DeJong,30.0,CHW/KCR,AL,139.0,482.0,445.0,54.0,101.0,17.0,0.0,24.0,56.0,2.0,2.0,23.0,156.0,190.0,9.0,9.0,0.0,5.0,0.0,0.227,0.276,0.427,0.703,0.5,0.2,0.285,0.048,0.324,0.147,12.0,0.406,0.116,0.112,2,Balanced Hitter,Moderate Speed
delacbr01,Bryan De La Cruz,27.0,MIA/PIT,NL,149.0,622.0,584.0,61.0,136.0,25.0,0.0,21.0,68.0,5.0,2.0,29.0,170.0,224.0,10.0,3.0,0.0,5.0,1.0,0.233,0.271,0.384,0.654,0.714,0.151,0.289,0.047,0.273,0.171,4.2,0.338,0.109,0.098,0,Contact Hitter,Moderate Speed
delacel01,Elly De La Cruz,22.0,CIN,NL,160.0,696.0,618.0,105.0,160.0,36.0,10.0,25.0,76.0,67.0,16.0,69.0,218.0,291.0,12.0,6.0,2.0,1.0,2.0,0.259,0.339,0.471,0.809,0.807,0.212,0.359,0.099,0.313,0.317,0.373,0.444,0.109,0.151,2,Balanced Hitter,High Speed
delcaad01,Adrian Del Castillo,24.0,ARI,NL,25.0,87.0,80.0,12.0,25.0,5.0,0.0,4.0,19.0,1.0,1.0,7.0,28.0,42.0,1.0,0.0,0.0,0.0,0.0,0.313,0.368,0.525,0.893,0.5,0.212,0.438,0.08,0.322,0.25,4.0,0.36,0.218,0.138,2,Balanced Hitter,Moderate Speed
deloaza01,Zach DeLoach,25.0,CHW,AL,22.0,75.0,67.0,10.0,14.0,5.0,0.0,1.0,5.0,0.0,1.0,8.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.209,0.293,0.328,0.622,0.0,0.119,0.289,0.107,0.28,0.381,0.0,0.429,0.067,0.133,2,Balanced Hitter,Low Speed
deloslu03,Luis De Los Santos,26.0,TOR,AL,13.0,31.0,29.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.172,0.226,0.241,0.467,0.0,0.069,0.263,0.065,0.323,0.2,,0.4,0.032,0.065,0,Contact Hitter,Low Speed
delucjo01,Jonny DeLuca,25.0,TBR,AL,107.0,362.0,332.0,29.0,72.0,12.0,4.0,6.0,31.0,16.0,6.0,24.0,77.0,110.0,1.0,4.0,2.0,0.0,1.0,0.217,0.278,0.331,0.609,0.727,0.114,0.265,0.066,0.213,0.312,0.375,0.306,0.086,0.08,0,Contact Hitter,High Speed
deverra01,Rafael Devers,27.0,BOS,AL,138.0,601.0,525.0,87.0,143.0,34.0,5.0,28.0,83.0,3.0,0.0,67.0,147.0,271.0,13.0,3.0,0.0,6.0,14.0,0.272,0.354,0.516,0.871,1.0,0.244,0.323,0.111,0.245,0.456,9.333,0.469,0.138,0.145,2,Balanced Hitter,High Speed
dezenza01,Zach Dezenzo,24.0,HOU,AL,19.0,65.0,62.0,5.0,15.0,2.0,0.0,2.0,8.0,0.0,0.0,3.0,22.0,23.0,3.0,0.0,0.0,0.0,0.0,0.242,0.277,0.371,0.648,0.0,0.129,0.342,0.046,0.338,0.136,0.0,0.267,0.123,0.077,0,Contact Hitter,Low Speed
diazal02,Aledmys Díaz,33.0,OAK,AL,14.0,34.0,33.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.091,0.118,0.091,0.209,0.0,0.0,0.125,0.029,0.265,0.111,,0.0,0.029,0.059,0,Contact Hitter,Low Speed
diazel01,Elias Díaz,33.0,COL,NL,96.0,351.0,325.0,27.0,86.0,20.0,0.0,6.0,39.0,0.0,0.0,20.0,69.0,124.0,15.0,4.0,0.0,2.0,2.0,0.265,0.313,0.382,0.695,0.0,0.117,0.317,0.057,0.197,0.29,0.0,0.302,0.111,0.077,1,Power Hitter,Low Speed
diazya01,Yandy Díaz,32.0,TBR,AL,145.0,621.0,563.0,55.0,158.0,31.0,1.0,14.0,65.0,0.0,0.0,50.0,95.0,233.0,12.0,4.0,0.0,4.0,0.0,0.281,0.341,0.414,0.755,0.0,0.133,0.314,0.081,0.153,0.526,0.0,0.291,0.105,0.089,1,Power Hitter,Low Speed
diazya02,Yainer Diaz,25.0,HOU,AL,148.0,619.0,585.0,70.0,175.0,29.0,3.0,16.0,84.0,2.0,0.0,24.0,107.0,258.0,22.0,2.0,0.0,8.0,1.0,0.299,0.325,0.441,0.766,1.0,0.142,0.338,0.039,0.173,0.224,8.0,0.274,0.136,0.113,1,Power Hitter,High Speed
dingldi01,Dillon Dingler,25.0,DET,AL,27.0,87.0,84.0,2.0,14.0,5.0,2.0,1.0,11.0,0.0,0.0,3.0,30.0,26.0,2.0,0.0,0.0,0.0,0.0,0.167,0.195,0.31,0.505,0.0,0.143,0.245,0.034,0.345,0.1,0.0,0.571,0.126,0.023,0,Contact Hitter,Low Speed
dominja01,Jasson Domínguez,21.0,NYY,AL,18.0,67.0,56.0,8.0,10.0,1.0,0.0,2.0,4.0,5.0,0.0,11.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.179,0.313,0.304,0.617,1.0,0.125,0.229,0.164,0.284,0.579,0.4,0.3,0.06,0.119,1,Power Hitter,Low Speed
donovbr01,Brendan Donovan,27.0,STL,NL,153.0,652.0,587.0,65.0,163.0,34.0,3.0,14.0,73.0,5.0,5.0,47.0,81.0,245.0,4.0,13.0,0.0,5.0,0.0,0.278,0.342,0.417,0.759,0.5,0.139,0.3,0.072,0.124,0.58,2.8,0.313,0.112,0.1,1,Power Hitter,Moderate Speed
doylebr02,Brenton Doyle,26.0,COL,NL,149.0,603.0,542.0,82.0,141.0,24.0,4.0,23.0,72.0,30.0,5.0,46.0,153.0,242.0,13.0,3.0,4.0,8.0,1.0,0.26,0.317,0.446,0.764,0.857,0.186,0.316,0.076,0.254,0.301,0.767,0.362,0.119,0.136,2,Balanced Hitter,High Speed
drisclo01,Logan Driscoll,26.0,TBR,AL,15.0,37.0,35.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.171,0.189,0.257,0.446,0.0,0.086,0.172,0.027,0.162,0.167,0.0,0.167,0.135,0.054,0,Contact Hitter,Low Speed
drurybr01,Brandon Drury,31.0,LAA,AL,97.0,360.0,325.0,28.0,55.0,7.0,0.0,4.0,15.0,1.0,0.0,27.0,81.0,74.0,13.0,5.0,0.0,3.0,0.0,0.169,0.242,0.228,0.469,1.0,0.059,0.21,0.075,0.225,0.333,4.0,0.2,0.042,0.078,0,Contact Hitter,Low Speed
dubonma01,Mauricio Dubón,29.0,HOU,AL,137.0,428.0,402.0,45.0,108.0,25.0,0.0,4.0,47.0,3.0,2.0,16.0,55.0,145.0,6.0,2.0,3.0,5.0,0.0,0.269,0.296,0.361,0.657,0.6,0.092,0.299,0.037,0.129,0.291,1.333,0.269,0.11,0.105,1,Power Hitter,Moderate Speed
dunnol01,Oliver Dunn,26.0,MIL,NL,41.0,104.0,95.0,11.0,21.0,2.0,2.0,1.0,7.0,3.0,0.0,6.0,40.0,30.0,1.0,2.0,1.0,0.0,0.0,0.221,0.282,0.316,0.597,1.0,0.095,0.37,0.058,0.385,0.15,0.333,0.238,0.067,0.106,0,Contact Hitter,High Speed
duranez01,Ezequiel Durán,25.0,TEX,AL,92.0,285.0,268.0,26.0,66.0,11.0,0.0,3.0,20.0,1.0,2.0,14.0,63.0,86.0,6.0,2.0,0.0,1.0,0.0,0.246,0.288,0.321,0.609,0.333,0.075,0.31,0.049,0.221,0.222,3.0,0.212,0.07,0.091,0,Contact Hitter,Moderate Speed
duranja01,Jarren Duran,27.0,BOS,AL,160.0,735.0,671.0,111.0,191.0,48.0,14.0,21.0,75.0,34.0,7.0,54.0,160.0,330.0,6.0,6.0,1.0,3.0,1.0,0.285,0.342,0.492,0.834,0.829,0.207,0.345,0.073,0.218,0.338,0.618,0.435,0.102,0.151,2,Balanced Hitter,High Speed
duvalad01,Adam Duvall,35.0,ATL,NL,104.0,330.0,303.0,29.0,55.0,10.0,0.0,11.0,30.0,0.0,0.0,21.0,99.0,98.0,6.0,5.0,0.0,1.0,0.0,0.182,0.245,0.323,0.569,0.0,0.141,0.227,0.064,0.3,0.212,0.0,0.382,0.091,0.088,0,Contact Hitter,Low Speed
edmanto01,Tommy Edman,29.0,LAD,NL,37.0,153.0,139.0,20.0,33.0,5.0,1.0,6.0,20.0,6.0,0.0,11.0,30.0,58.0,2.0,1.0,0.0,2.0,0.0,0.237,0.294,0.417,0.711,1.0,0.18,0.257,0.072,0.196,0.367,1.0,0.364,0.131,0.131,2,Balanced Hitter,Low Speed
edwarxa01,Xavier Edwards,24.0,MIA,NL,70.0,303.0,265.0,39.0,87.0,12.0,5.0,1.0,26.0,31.0,4.0,33.0,52.0,112.0,0.0,0.0,1.0,4.0,1.0,0.328,0.397,0.423,0.82,0.886,0.095,0.398,0.109,0.172,0.635,0.032,0.207,0.086,0.129,1,Power Hitter,High Speed
encarch01,Christian Encarnacion-Strand,24.0,CIN,NL,29.0,123.0,116.0,13.0,22.0,6.0,0.0,2.0,16.0,0.0,0.0,4.0,35.0,34.0,4.0,1.0,0.0,2.0,0.0,0.19,0.22,0.293,0.513,0.0,0.103,0.247,0.033,0.285,0.114,0.0,0.364,0.13,0.106,0,Contact Hitter,Low Speed
encarje01,Jerar Encarnación,26.0,SFG,NL,35.0,119.0,113.0,13.0,28.0,5.0,0.0,5.0,19.0,1.0,0.0,5.0,34.0,48.0,0.0,0.0,0.0,1.0,0.0,0.248,0.277,0.425,0.702,1.0,0.177,0.307,0.042,0.286,0.147,5.0,0.357,0.16,0.109,2,Balanced Hitter,Low Speed
espinsa01,Santiago Espinal,29.0,CIN,NL,118.0,391.0,357.0,32.0,88.0,12.0,0.0,9.0,45.0,11.0,1.0,24.0,54.0,127.0,7.0,2.0,4.0,4.0,1.0,0.246,0.295,0.356,0.65,0.917,0.11,0.265,0.061,0.138,0.444,0.818,0.239,0.115,0.082,1,Power Hitter,Moderate Speed
estrath01,Thairo Estrada,28.0,SFG,NL,96.0,381.0,364.0,43.0,79.0,15.0,2.0,9.0,47.0,2.0,2.0,10.0,76.0,125.0,8.0,5.0,0.0,2.0,0.0,0.217,0.247,0.343,0.59,0.5,0.126,0.249,0.026,0.199,0.132,4.5,0.329,0.123,0.113,0,Contact Hitter,Moderate Speed
faircst01,Stuart Fairchild,28.0,CIN,NL,94.0,233.0,209.0,33.0,45.0,8.0,0.0,8.0,30.0,13.0,1.0,17.0,60.0,77.0,1.0,4.0,2.0,1.0,0.0,0.215,0.286,0.368,0.654,0.929,0.153,0.261,0.073,0.258,0.283,0.615,0.356,0.129,0.142,2,Balanced Hitter,Moderate Speed
farmeky01,Kyle Farmer,33.0,MIN,AL,107.0,242.0,215.0,26.0,46.0,13.0,1.0,5.0,25.0,3.0,5.0,19.0,49.0,76.0,6.0,6.0,0.0,2.0,1.0,0.214,0.293,0.353,0.647,0.375,0.139,0.252,0.079,0.202,0.388,1.667,0.413,0.103,0.107,1,Power Hitter,Moderate Speed
