Rk,Name,Age,Tm,Lg,G▼,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
640,Ryan Burr,30,TOR,AL,34,4,0,32.2,4,2,1,1,0,.750,,,0,0,0,0.83,0.09,P,burrry01
641,Henry Davis,24,PIT,NL,34,31,27,271.1,271,260,9,2,3,.993,-2,-7,-4,-18,-1,8.92,7.91,C,davishe01
642,Yan Gomes,36,CHC,NL,34,27,23,244.0,251,245,6,0,0,1.000,-1,-6,-5,-25,-1,9.26,7.38,C,gomesya01
643,Bryan Hoeing,27,TOT,NL,34,2,0,53.2,11,3,7,1,2,.909,,,-2,-44,0,1.68,0.29,P,hoeinbr01
644,Ryan Kreidler,26,DET,AL,34,19,11,184.2,88,22,64,2,13,.977,3,20,1,6,-1,4.19,2.39,SS-3B-OF,kreidry01
645,Alika Williams,25,PIT,NL,34,26,19,240.2,100,38,60,2,9,.980,1,3,-1,-5,0,3.66,2.72,2B-SS,willial04
646,Bryse Wilson,26,MIL,NL,34,9,0,104.2,7,1,6,0,0,1.000,,,-1,-2,0,0.60,0.21,P,wilsobr02
647,Brooks Baldwin,23,CHW,AL,33,32,32,281.0,117,46,69,2,16,.983,-4,-17,-2,-9,0,3.68,3.48,2B-SS,baldwbr01
648,Dylan Cease,28,SDP,NL,33,33,1,189.1,27,10,17,0,0,1.000,,,2,2,0,1.28,0.82,P,ceasedy01
649,Danny Coulombe,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1.000,,,1,7,0,0.91,0.09,P,couloda01
650,Kutter Crawford,28,BOS,AL,33,33,0,183.2,26,18,8,0,1,1.000,,,1,1,0,1.27,0.79,P,crawfku01
651,Chris Flexen,29,CHW,AL,33,31,0,160.0,28,8,20,0,3,1.000,,,4,5,0,1.58,0.85,P,flexech01
652,Logan Gilbert,27,SEA,AL,33,33,1,208.2,38,26,9,3,0,.921,,,-6,-6,0,1.51,1.06,P,gilbelo01
653,Jake Irvin,27,WSN,NL,33,33,0,187.2,47,17,28,2,1,.957,,,6,6,1,2.16,1.36,P,irvinja01
654,George Kirby,26,SEA,AL,33,33,0,191.0,21,11,9,1,1,.952,,,-4,-4,0,0.94,0.61,P,kirbyge01
655,Kyle Leahy,27,STL,NL,33,0,0,48.2,5,1,3,1,1,.800,,,0,0,0,0.74,0.12,P,leahyky01
656,Jordan Leasure,25,CHW,AL,33,0,0,31.1,4,2,2,0,0,1.000,,,1,6,0,1.15,0.12,P,leasujo01
657,Seth Lugo,34,KCR,AL,33,33,1,206.2,43,14,29,0,3,1.000,,,5,5,-1,1.87,1.30,P,lugose01
658,Aaron Nola,31,PHI,NL,33,33,1,199.1,28,12,16,0,2,1.000,,,1,1,0,1.26,0.85,P,nolaaa01
659,Aaron Schunk,26,COL,NL,33,28,23,249.0,109,39,69,1,15,.991,3,14,3,14,0,3.90,3.27,2B-3B-SS,schunaa01
660,Dillon Tate,30,TOT,AL,33,0,0,36.2,4,2,2,0,0,1.000,,,0,0,0,0.98,0.12,P,tatedi01
661,José Ureña,32,TEX,AL,33,9,0,109.0,21,11,9,1,0,.952,,,0,0,0,1.65,0.61,P,urenajo01
662,Logan Webb,27,SFG,NL,33,33,1,204.2,50,15,33,2,5,.960,,,-3,-3,-1,2.11,1.45,P,webblo01
663,José Berríos,30,TOR,AL,32,32,1,192.1,32,12,18,2,1,.938,,,2,2,0,1.40,0.94,P,berrijo01
664,Corbin Burnes,29,BAL,AL,32,32,0,194.1,36,15,17,4,0,.889,,,-6,-6,0,1.48,1.00,P,burneco01
665,Griffin Canning,28,LAA,AL,32,31,0,171.2,32,12,20,0,0,1.000,,,5,6,0,1.68,1.00,P,cannigr01
666,Patrick Corbin,34,WSN,NL,32,32,0,174.2,25,3,22,0,1,1.000,,,1,1,0,1.29,0.78,P,corbipa01
667,Garrett Crochet,25,CHW,AL,32,31,0,146.0,13,4,8,1,1,.923,,,-4,-5,0,0.74,0.38,P,crochga01
668,MacKenzie Gore,25,WSN,NL,32,32,0,166.1,18,2,13,3,1,.833,,,-3,-4,0,0.81,0.47,P,gorema01
669,Andrew Heaney,33,TEX,AL,32,31,0,160.0,12,4,8,0,0,1.000,,,-1,-1,0,0.68,0.38,P,heanean01
670,Yusei Kikuchi,33,TOT,AL,32,32,0,175.2,20,7,13,0,0,1.000,,,2,13,0,1.02,0.63,P,kikucyu01
671,Pablo López,28,MIN,AL,32,32,0,185.1,25,11,13,1,1,.960,,,-2,-2,0,1.17,0.75,P,lopezpa01
672,Sean Manaea,32,NYM,NL,32,32,0,181.2,22,3,17,2,0,.909,,,0,0,0,0.99,0.63,P,manaese01
673,Miles Mikolas,35,STL,NL,32,32,0,171.2,26,13,11,2,1,.923,,,-1,-1,0,1.26,0.75,P,mikolmi01
674,Eli Morgan,28,CLE,AL,32,0,0,42.0,13,4,9,0,0,1.000,,,0,0,0,2.79,0.41,P,morgael01
675,Ryan Noda,28,OAK,AL,32,24,19,225.0,198,178,18,2,24,.990,2,11,1,5,0,7.84,6.13,1B-OF,nodary01
676,Freddy Peralta,28,MIL,NL,32,32,0,173.2,32,16,15,1,3,.969,,,1,1,0,1.61,0.97,P,peralfr01
677,Brandon Pfaadt,25,ARI,NL,32,32,0,181.2,19,7,11,1,0,.947,,,-1,-1,0,0.89,0.56,P,pfaadbr01
678,Cole Ragans,26,KCR,AL,32,32,1,186.1,26,7,19,0,1,1.000,,,3,3,0,1.26,0.81,P,raganco01
679,Colin Rea,33,MIL,NL,32,27,0,167.2,40,20,15,5,0,.875,,,-2,-2,0,1.88,1.09,P,reaco01
680,Carlos Rodón,31,NYY,AL,32,32,0,175.0,14,4,10,0,0,1.000,,,-1,-1,0,0.72,0.44,P,rodonca01
681,Gary Sánchez,31,MIL,NL,32,28,25,247.1,228,212,11,5,2,.978,0,0,-1,-5,0,8.11,6.97,C-1B,sanchga02
682,JP Sears,28,OAK,AL,32,32,0,180.2,21,3,17,1,2,.952,,,-2,-2,-1,1.00,0.63,P,searsjp01
683,Brady Singer,27,KCR,AL,32,32,0,179.2,34,14,19,1,0,.971,,,3,3,0,1.65,1.03,P,singebr01
684,Albert Suárez,34,BAL,AL,32,24,0,133.2,25,9,15,1,2,.960,,,3,4,0,1.62,0.75,P,suareal01
685,Jesús Tinoco,29,TOT,ZZ,32,0,0,40.2,6,3,3,0,0,1.000,,,-1,-29,0,1.33,0.19,P,tinocje01
686,Zack Wheeler,34,PHI,NL,32,32,0,200.0,38,21,17,0,1,1.000,,,3,3,0,1.71,1.19,P,wheelza01
687,Tyler Anderson,34,LAA,AL,31,31,0,179.1,25,15,9,1,1,.960,,,-1,-1,0,1.20,0.77,P,anderty01
688,Tucker Barnhart,33,ARI,NL,31,29,19,249.0,225,214,9,2,1,.991,1,4,-2,-10,1,8.06,6.97,C-P,barnhtu01
689,Chris Bassitt,35,TOR,AL,31,31,0,171.0,29,12,16,1,3,.966,,,-1,-1,0,1.47,0.90,P,bassich01
690,Tanner Bibee,25,CLE,AL,31,31,0,173.2,35,12,21,2,1,.943,,,6,7,0,1.71,1.06,P,bibeeta01
691,Hunter Brown,25,HOU,AL,31,30,0,170.0,32,19,12,1,0,.969,,,-4,-5,0,1.64,1.00,P,brownhu01
692,Aaron Civale,29,TOT,ZZ,31,31,0,161.0,20,10,10,0,0,1.000,,,1,7,0,1.12,0.65,P,civalaa01
693,Nestor Cortes,29,NYY,AL,31,30,0,174.1,15,5,10,0,1,1.000,,,2,2,0,0.77,0.48,P,cortene01
694,Dylan Crews,22,WSN,NL,31,31,28,273.2,67,66,1,0,0,1.000,-3,-13,4,17,0,2.20,2.16,OF,crewsdy01
695,Shawn Dubin,28,HOU,AL,31,2,0,45.1,6,5,1,0,0,1.000,,,0,0,0,1.19,0.19,P,dubinsh01
696,Erick Fedde,31,TOT,ZZ,31,31,0,177.1,23,13,9,1,1,.957,,,-1,-6,0,1.12,0.71,P,feddeer01
697,Jose A. Ferrer,24,WSN,NL,31,0,0,32.0,4,0,4,0,0,1.000,,,0,0,0,1.13,0.13,P,ferrejo01
698,Kevin Gausman,33,TOR,AL,31,31,2,181.0,17,7,9,1,0,.941,,,-2,-2,0,0.80,0.52,P,gausmke01
699,Ben Joyce,23,LAA,AL,31,1,0,34.2,5,3,1,1,0,.800,,,-2,-12,0,1.04,0.13,P,joycebe01
700,Mitch Keller,28,PIT,NL,31,31,1,178.0,31,10,21,0,3,1.000,,,-1,-1,0,1.57,1.00,P,kellemi03
701,Michael King,29,SDP,NL,31,30,0,173.2,32,10,21,1,2,.969,,,4,5,0,1.61,1.00,P,kingmi01
702,Chad Kuhl,31,CHW,AL,31,1,0,53.1,9,6,3,0,1,1.000,,,1,4,0,1.52,0.29,P,kuhlch01
703,Bryce Miller,25,SEA,AL,31,31,0,180.1,23,11,11,1,0,.957,,,0,0,0,1.10,0.71,P,millebr04
704,Bailey Ober,28,MIN,AL,31,31,1,178.2,29,11,17,1,0,.966,,,3,3,0,1.41,0.90,P,oberba01
705,Jose Quintana,35,NYM,NL,31,31,0,170.1,35,13,22,0,1,1.000,,,2,2,0,1.85,1.13,P,quintjo01
706,Cristopher Sánchez,27,PHI,NL,31,31,2,181.2,39,6,28,5,0,.872,,,3,3,0,1.68,1.10,P,sanchcr01
707,Luis Severino,30,NYM,NL,31,31,1,182.0,44,9,30,5,2,.886,,,5,5,-1,1.93,1.26,P,severlu01
708,Tarik Skubal,27,DET,AL,31,31,0,192.0,29,7,19,3,2,.897,,,3,3,0,1.22,0.84,P,skubata01
709,Nick Sogard,26,BOS,AL,31,23,15,205.1,91,32,58,1,10,.989,1,5,1,6,0,3.94,2.57,2B-3B-SS-1B,sogarni01
710,Brayan Bello,25,BOS,AL,30,30,0,162.1,38,20,16,2,1,.947,,,0,0,0,2.00,1.20,P,bellobr01
711,Ronel Blanco,30,HOU,AL,30,29,1,167.1,32,19,10,3,1,.906,,,1,1,0,1.56,0.97,P,blancro01
712,Sean Bouchard,28,COL,NL,30,29,19,239.0,55,50,2,3,0,.945,-10,-52,-5,-25,-2,1.96,1.73,OF,bouchse01
713,José Buttó,26,NYM,NL,30,7,0,74.0,10,5,5,0,1,1.000,,,2,5,0,1.22,0.33,P,buttojo01
714,Alex Call,29,WSN,NL,30,27,23,238.1,77,73,2,2,2,.974,1,7,2,10,0,2.83,2.50,OF,callal02
715,Luis Castillo,31,SEA,AL,30,30,0,175.1,12,6,5,1,1,.917,,,-2,-2,0,0.56,0.37,P,castilu02
716,Angel Chivilli,21,COL,NL,30,0,0,31.2,9,4,5,0,1,1.000,,,0,0,0,2.56,0.30,P,chivian01
717,Ryan Feltner,27,COL,NL,30,30,0,162.1,20,12,8,0,1,1.000,,,-3,-4,0,1.11,0.67,P,feltnry01
718,Kyle Gibson,36,STL,NL,30,30,0,169.2,28,16,12,0,1,1.000,,,0,0,0,1.49,0.93,P,gibsoky01
719,Austin Gomber,30,COL,NL,30,30,0,165.0,22,6,15,1,0,.955,,,2,2,0,1.15,0.70,P,gombeau01
720,Vaughn Grissom,23,BOS,AL,30,28,26,245.0,123,35,85,3,16,.976,3,15,1,5,0,4.41,4.00,2B,grissva01
721,Tanner Houck,28,BOS,AL,30,30,1,178.2,51,32,19,0,2,1.000,,,2,2,0,2.57,1.70,P,houckta01
722,Luke Little,23,CHC,NL,30,1,0,26.0,8,1,7,0,1,1.000,,,1,8,0,2.77,0.27,P,littllu01
723,Frankie Montas,31,TOT,NL,30,30,0,150.2,28,15,13,0,0,1.000,,,-1,-7,0,1.67,0.93,P,montafr02
724,Charlie Morton,40,ATL,NL,30,30,0,165.1,33,9,21,3,0,.909,,,3,4,0,1.63,1.00,P,mortoch02
725,Ali Sánchez,27,MIA,NL,30,28,24,244.0,253,239,12,2,2,.992,1,7,0,0,1,9.26,8.37,C,sanchal04
726,Marcus Stroman,33,NYY,AL,30,29,0,154.2,32,13,18,1,1,.969,,,-2,-3,0,1.80,1.03,P,stromma01
727,Edwin Uceta,26,TBR,AL,30,0,0,41.2,3,2,1,0,0,1.000,,,-1,-5,0,0.65,0.10,P,ucetaed01
728,Eli White,30,ATL,NL,30,5,5,109.0,28,28,0,0,0,1.000,2,18,2,22,0,2.31,0.90,OF-2B,whiteel04
729,Chase Anderson,36,TOT,AL,29,1,0,58.1,7,5,2,0,0,1.000,,,-1,-20,0,1.08,0.24,P,anderch01
730,Spencer Arrighetti,24,HOU,AL,29,28,0,145.0,13,5,8,0,0,1.000,,,-2,-3,0,0.81,0.45,P,arrigsp01
731,Javier Assad,26,CHC,NL,29,29,0,147.0,23,8,14,1,2,.957,,,2,3,0,1.35,0.76,P,assadja01
732,Ryan Brasier,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.000,,,0,0,0,2.57,0.28,P,brasiry01
733,Christian Encarnacion-Strand,24,CIN,NL,29,29,28,255.0,215,196,19,0,13,1.000,1,3,-1,-5,0,7.59,7.41,1B,encarch01
734,Nathan Eovaldi,34,TEX,AL,29,29,0,170.2,38,29,8,1,0,.974,,,-1,-1,0,1.95,1.28,P,eovalna01
735,Max Fried,30,ATL,NL,29,29,2,174.1,27,10,17,0,0,1.000,,,0,0,-1,1.39,0.93,P,friedma01
736,Luis Gil,26,NYY,AL,29,29,0,151.2,22,14,5,3,1,.864,,,0,0,0,1.13,0.66,P,gillu01
737,Kyle Hendricks,34,CHC,NL,29,24,0,130.2,19,7,11,1,1,.947,,,0,0,0,1.24,0.62,P,hendrky01
738,Jonathan Hernández,27,TOT,AL,29,1,0,43.1,9,7,2,0,0,1.000,,,0,0,0,1.87,0.31,P,hernajo02
739,Jordan Hicks,27,SFG,NL,29,20,0,109.2,29,18,10,1,3,.966,,,-2,-4,0,2.30,0.97,P,hicksjo03
740,Shota Imanaga,30,CHC,NL,29,29,0,173.1,18,4,14,0,1,1.000,,,3,3,0,0.93,0.62,P,imanash01
741,Cole Irvin,30,TOT,AL,29,16,0,111.0,16,5,11,0,1,1.000,,,1,10,0,1.30,0.55,P,irvinco01
742,Zack Littell,28,TBR,AL,29,29,0,156.1,21,11,9,1,2,.952,,,-2,-3,0,1.15,0.69,P,litteza01
743,Ben Lively,32,CLE,AL,29,29,0,151.0,16,4,12,0,1,1.000,,,-1,-1,0,0.95,0.55,P,livelbe01
744,Kenta Maeda,36,DET,AL,29,16,0,112.1,25,13,10,2,3,.920,,,-1,-2,0,1.84,0.79,P,maedake01
745,Andre Pallante,25,STL,NL,29,20,0,121.1,33,17,16,0,2,1.000,,,-3,-5,0,2.45,1.14,P,pallaan01
746,Mitchell Parker,24,WSN,NL,29,29,0,151.0,13,2,6,5,0,.615,,,-4,-5,-1,0.48,0.28,P,parkemi01
747,Cal Quantrill,29,COL,NL,29,29,0,148.1,21,8,13,0,1,1.000,,,1,1,0,1.27,0.72,P,quantca01
748,Chris Sale,35,ATL,NL,29,29,0,177.2,31,9,22,0,1,1.000,,,4,5,0,1.57,1.07,P,salech01
749,Tony Santillan,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,.600,,,0,0,0,0.90,0.10,P,santito01
750,Gabe Speier,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.000,,,-1,-8,0,1.14,0.10,P,speiega01
751,Michael Wacha,32,KCR,AL,29,29,0,166.2,29,9,20,0,3,1.000,,,5,6,0,1.57,1.00,P,wachami01
752,Jonathan Aranda,26,TBR,AL,28,25,19,219.0,156,137,19,0,11,1.000,1,4,1,5,1,6.41,5.20,1B-2B-3B,arandjo01
753,Akil Baddoo,25,DET,AL,28,21,15,188.2,42,42,0,0,0,1.000,1,6,-1,-6,0,2.00,1.50,OF,baddoak01
754,Adam Cimber,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1.000,,,1,8,0,1.48,0.14,P,cimbead01
755,Oliver Dunn,26,MIL,NL,28,18,9,156.0,48,11,37,0,4,1.000,4,32,3,23,0,2.77,1.66,3B-2B-1B,dunnol01
756,Zach Eflin,30,TOT,AL,28,28,0,165.1,27,7,20,0,0,1.000,,,4,29,0,1.47,0.96,P,eflinza01
757,Bailey Falter,27,PIT,NL,28,28,0,142.1,17,6,11,0,0,1.000,,,-1,-1,0,1.07,0.61,P,falteba01
758,Jack Flaherty,28,TOT,ZZ,28,28,0,162.0,19,10,9,0,0,1.000,,,-1,-7,0,1.06,0.68,P,flaheja01
759,Zac Gallen,28,ARI,NL,28,28,0,148.0,19,12,7,0,0,1.000,,,-3,-4,0,1.16,0.68,P,galleza01
760,Sonny Gray,34,STL,NL,28,28,0,166.1,31,14,17,0,1,1.000,,,-2,-2,0,1.68,1.11,P,grayso01
761,Jace Jung,23,DET,AL,28,23,14,191.0,48,10,34,4,2,.917,-5,-30,-6,-38,0,2.07,1.57,3B-2B,jungja01
762,Michael Kelly,31,OAK,AL,28,0,0,31.1,2,1,1,0,0,1.000,,,-1,-6,0,0.57,0.07,P,kellymi03
763,Bryan King,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1.000,,,0,0,0,1.71,0.18,P,kingbr02
764,Peter Lambert,27,COL,NL,28,3,0,61.1,14,5,7,2,2,.857,,,0,0,0,1.76,0.43,P,lambepe01
765,Omar Narváez,32,NYM,NL,28,21,13,186.0,193,184,4,5,3,.974,-4,-29,-7,-45,0,9.10,6.71,C,narvaom01
766,Ryne Nelson,26,ARI,NL,28,25,0,150.2,17,8,8,1,0,.941,,,1,1,0,0.96,0.57,P,nelsory01
767,Jameson Taillon,32,CHC,NL,28,28,0,165.1,26,14,11,1,0,.962,,,-2,-2,0,1.36,0.89,P,taillja01
768,Framber Valdez,30,HOU,AL,28,28,1,176.1,19,2,16,1,3,.947,,,-1,-1,0,0.92,0.64,P,valdefr01
769,Thyago Vieira,31,TOT,ZZ,28,0,0,38.0,6,3,2,1,0,.833,,,0,0,0,1.18,0.18,P,vieirth01
770,Hayden Wesneski,26,CHC,NL,28,7,0,67.2,17,8,7,2,1,.882,,,-1,-3,0,2.00,0.54,P,wesneha01
771,Simeon Woods Richardson,23,MIN,AL,28,28,0,133.2,21,11,7,3,2,.857,,,-2,-3,0,1.21,0.64,P,woodssi01
772,Spencer Bivens,30,SFG,NL,27,2,0,48.2,13,6,7,0,1,1.000,,,1,4,0,2.40,0.48,P,bivensp01
773,Kris Bubic,26,KCR,AL,27,0,0,30.1,5,1,3,1,0,.800,,,0,0,0,1.19,0.15,P,bubickr01
774,Dillon Dingler,25,DET,AL,27,24,21,213.2,176,168,7,1,0,.994,0,-2,0,0,1,7.37,6.48,C,dingldi01
775,Bowden Francis,28,TOR,AL,27,13,0,103.2,11,4,7,0,0,1.000,,,3,6,1,0.95,0.41,P,francbo01
776,Kody Funderburk,27,MIN,AL,27,0,0,34.2,8,1,6,1,0,.875,,,0,0,0,1.82,0.26,P,fundeko01
777,Victor González,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1.000,,,1,9,0,2.31,0.22,P,gonzavi02
778,Carlos Hernández,27,KCR,AL,27,0,0,30.0,2,1,1,0,0,1.000,,,-2,-13,0,0.60,0.07,P,hernaca04
779,Jack López,31,LAA,AL,27,18,11,171.0,103,40,59,4,24,.961,1,7,-1,-7,1,5.21,3.41,2B-SS-OF,lopezja03
780,Tobias Myers,25,MIL,NL,27,25,0,138.0,19,10,6,3,0,.842,,,0,0,0,1.04,0.59,P,myersto01
781,Nick Pivetta,31,BOS,AL,27,26,0,145.2,16,8,7,1,0,.938,,,1,1,0,0.93,0.56,P,pivetni01
782,Eguy Rosario,24,SDP,NL,27,10,5,111.0,39,12,26,1,4,.974,0,-4,1,11,0,3.08,1.36,3B-2B,rosareg01
783,Chris Roycroft,27,STL,NL,27,0,0,34.1,9,1,7,1,1,.889,,,-1,-6,0,2.10,0.30,P,roycrch01
784,Esteury Ruiz,25,OAK,AL,27,16,7,141.0,36,35,0,1,0,.972,-1,-7,-1,-8,-1,2.23,1.30,OF,ruizes01
785,Brian Serven,29,TOR,AL,27,19,15,182.0,174,168,5,1,0,.994,-1,-7,2,13,2,8.55,6.41,C,servebr01
786,Ranger Suárez,28,PHI,NL,27,27,1,150.2,34,7,27,0,1,1.000,,,5,7,0,2.03,1.26,P,suarera01
787,Matt Waldron,27,SDP,NL,27,26,0,146.2,19,5,14,0,2,1.000,,,0,0,0,1.17,0.70,P,waldrma01
788,Jacob Wilson,22,OAK,AL,27,27,24,236.0,101,32,69,0,16,1.000,-6,-29,-4,-20,1,3.85,3.74,SS,wilsoja05
789,Charlie Blackmon,37,COL,NL,26,24,12,185.2,40,38,2,0,0,1.000,-2,-10,-2,-12,0,1.94,1.54,OF,blackch02
790,Jhony Brito,26,SDP,NL,26,0,0,43.2,8,2,5,1,0,.875,,,-1,-5,0,1.44,0.27,P,britojh01
791,Cooper Criswell,27,BOS,AL,26,18,0,99.1,12,8,4,0,1,1.000,,,0,0,0,1.09,0.46,P,criswco01
792,Dane Dunning,29,TEX,AL,26,15,0,95.0,18,10,7,1,0,.944,,,1,2,0,1.61,0.65,P,dunnida01
793,Hunter Greene,24,CIN,NL,26,26,0,150.1,14,5,9,0,0,1.000,,,-1,-1,0,0.84,0.54,P,greenhu01
794,Grant Holmes,28,ATL,NL,26,7,0,68.1,9,3,6,0,1,1.000,,,-1,-3,0,1.19,0.35,P,holmegr01
795,Reynaldo López,30,ATL,NL,26,25,0,135.2,13,8,5,0,1,1.000,,,-4,-6,0,0.86,0.50,P,lopezre01
796,Michael Lorenzen,32,TOT,AL,26,24,0,130.1,22,8,12,2,4,.909,,,2,18,0,1.38,0.77,P,lorenmi01
797,Alec Marsh,26,KCR,AL,26,25,0,129.0,24,9,11,4,0,.833,,,1,2,0,1.40,0.77,P,marshal01
798,Scott McGough,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1.000,,,0,0,0,1.10,0.15,P,mcgousc01
799,Ryan Pepiot,26,TBR,AL,26,26,0,130.0,15,11,4,0,3,1.000,,,0,0,0,1.04,0.58,P,pepiory01
800,Martín Pérez,33,TOT,NL,26,26,0,135.0,20,6,14,0,1,1.000,,,5,44,0,1.33,0.77,P,perezma02
801,Chuckie Robinson,29,CHW,AL,26,23,14,193.0,208,196,10,2,1,.990,1,4,0,0,1,9.61,7.92,C,robinch04
802,Eduardo Salazar,26,TOT,NL,26,0,0,29.1,6,1,4,1,0,.833,,,0,0,0,1.53,0.19,P,salazed01
803,Trevor Story,31,BOS,AL,26,26,24,227.2,94,32,61,1,13,.989,2,9,2,11,0,3.68,3.58,SS,storytr01
804,Gus Varland,27,TOT,ZZ,26,0,0,26.1,4,2,1,1,0,.750,,,0,0,0,1.03,0.12,P,varlagu01
805,Andrew Abbott,25,CIN,NL,25,25,0,138.0,14,6,8,0,0,1.000,,,1,1,0,0.91,0.56,P,abbotan01
806,Ryan Bliss,24,SEA,AL,25,20,14,177.0,79,36,42,1,14,.987,0,-3,2,14,0,3.97,3.12,2B,blissry01
807,Matt Bowman,33,TOT,ZZ,25,1,0,30.2,7,5,2,0,0,1.000,,,0,0,0,2.05,0.28,P,bowmama01
808,Taj Bradley,23,TBR,AL,25,25,0,138.0,16,8,8,0,0,1.000,,,-1,-1,0,1.04,0.64,P,bradlta01
809,Griffin Conine,26,MIA,NL,25,21,17,185.0,46,41,4,1,2,.978,1,6,6,38,1,2.19,1.80,OF,coningr01
810,Brandon Crawford,37,STL,NL,25,21,15,179.0,67,18,48,1,10,.985,-1,-10,-1,-7,0,3.32,2.64,SS-3B-P,crawfbr01
811,Hans Crouse,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,.667,,,-1,-8,0,0.71,0.08,P,crousha01
812,Fraser Ellard,26,CHW,AL,25,0,0,24.0,4,1,2,1,1,.750,,,0,0,0,1.13,0.12,P,ellarfr01
813,Joey Estes,22,OAK,AL,25,24,1,127.2,10,5,5,0,2,1.000,,,1,2,0,0.70,0.40,P,estesjo01
814,Josh Fleming,28,PIT,NL,25,3,0,31.1,13,3,10,0,3,1.000,,,4,26,0,3.73,0.52,P,flemijo01
815,Mitch Garver,33,SEA,AL,25,23,18,190.0,192,183,9,0,2,1.000,-1,-5,-5,-32,0,9.09,7.68,C,garvemi01
816,Sam Hentges,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1.000,,,0,0,0,1.14,0.12,P,hentgsa01
817,Dany Jiménez,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,.500,,,0,0,0,0.35,0.04,P,jimenda01
818,Jordan Montgomery,31,ARI,NL,25,21,0,117.0,20,2,17,1,0,.950,,,-1,-2,0,1.46,0.76,P,montgjo01
819,Dedniel Núñez,28,NYM,NL,25,0,0,35.0,3,0,1,2,0,.333,,,0,0,0,0.26,0.04,P,nunezde01
820,Trevor Rogers,26,TOT,ZZ,25,25,0,124.1,19,6,12,1,0,.947,,,-2,-19,0,1.30,0.72,P,rogertr01
821,Joe Ross,31,MIL,NL,25,10,0,74.0,8,5,3,0,0,1.000,,,0,0,0,0.97,0.32,P,rossjo01
822,Braden Shewmake,26,CHW,AL,25,21,15,178.0,64,13,48,3,7,.953,0,-2,-1,-7,0,3.08,2.44,SS-3B-2B,shewmbr01
823,Michael Soroka,26,CHW,AL,25,9,0,79.2,12,3,7,2,0,.833,,,-1,-3,0,1.13,0.40,P,sorokmi01
824,Josh Staumont,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.000,,,0,0,0,1.11,0.12,P,staumjo01
825,Gavin Stone,25,LAD,NL,25,25,1,140.1,29,16,13,0,2,1.000,,,3,4,0,1.86,1.16,P,stonega01
826,Jacob Amaya,25,TOT,AL,24,21,17,187.1,69,34,34,1,10,.986,0,-3,3,19,0,3.27,2.83,SS-2B,amayaja01
827,Ji Hwan Bae,24,PIT,NL,24,21,16,191.2,59,58,1,0,1,1.000,-3,-19,-1,-6,0,2.77,2.46,OF-2B,baeji01
828,Adrian Del Castillo,24,ARI,NL,24,19,17,179.2,181,171,7,3,1,.983,-4,-26,-2,-13,0,8.92,7.42,C,delcaad01
829,Jon Gray,32,TEX,AL,24,19,0,102.2,18,8,10,0,0,1.000,,,0,0,0,1.58,0.78,P,grayjo02
830,Kyle Harrison,22,SFG,NL,24,24,0,124.1,14,2,12,0,1,1.000,,,-2,-3,0,1.01,0.58,P,harriky01
831,Jakob Junis,31,TOT,NL,24,6,0,67.0,6,2,4,0,2,1.000,,,1,17,0,0.81,0.25,P,junisja01
832,Dean Kremer,28,BAL,AL,24,24,0,129.2,32,11,19,2,0,.938,,,4,6,0,2.08,1.25,P,kremede01
833,Justin Steele,28,CHC,NL,24,24,1,134.2,10,3,7,0,0,1.000,,,-1,-1,0,0.67,0.42,P,steelju01
834,Keegan Thompson,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,.500,,,-1,-7,0,0.59,0.08,P,thompke02
835,Alan Trejo,28,COL,NL,24,19,12,170.2,74,24,49,1,11,.986,-1,-7,0,0,0,3.85,2.92,2B-3B-SS,trejoal01
836,Mike Trout,32,LAA,AL,24,24,21,203.0,67,65,2,0,1,1.000,0,3,-1,-5,0,2.97,2.79,OF,troutmi01
837,Tyler Alexander,29,TBR,AL,23,9,0,107.2,15,6,8,1,0,.933,,,-1,-2,0,1.17,0.61,P,alexaty01
838,Grant Anderson,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.000,,,-1,-8,0,0.68,0.09,P,andergr01
839,Eduard Bazardo,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.000,,,-1,-7,0,0.65,0.09,P,bazared01
840,Jonathan Cannon,23,CHW,AL,23,21,0,124.1,30,17,13,0,2,1.000,,,3,5,0,2.17,1.30,P,cannojo02
841,Eric Haase,31,MIL,NL,23,16,14,151.1,149,144,3,2,0,.987,-1,-8,-2,-16,1,8.74,6.39,C,haaseer01
